sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99,sensor_100,sensor_101,sensor_102,sensor_103,sensor_104,sensor_105,sensor_106,sensor_107,sensor_108,sensor_109,sensor_110,sensor_111,sensor_112,sensor_113,sensor_114,sensor_115,sensor_116,sensor_117,sensor_118,sensor_119,sensor_120,sensor_121,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_127,sensor_128,sensor_129,sensor_130,sensor_131,sensor_132,sensor_133,sensor_134,sensor_135,sensor_136,sensor_137,sensor_138,sensor_139,sensor_140,sensor_141,sensor_142,sensor_143,sensor_144,sensor_145,sensor_146,sensor_147,sensor_148,sensor_149,sensor_150,sensor_151,sensor_152,sensor_153,sensor_154,sensor_155,sensor_156,sensor_157,sensor_158,sensor_159,sensor_160,sensor_161,sensor_162,sensor_163,sensor_164,sensor_165,sensor_166,sensor_167,sensor_168,sensor_169,sensor_170,sensor_171,sensor_172,status,id,site,repair_cost
0,-3287192.3612742,875644.180409746,602251869.718505,Off,2650132.34563058,144233.847032704,-5443.01763188166,48552035180.315,-11467797.1213174,-3441.47249467431,0,0,0,0,0,1588.64988739671,-10293776.3548002,48337078079.8687,-2798.24751609103,fault_code_QKYCE,-40.7498801615908,24300726824.2353,-195.077930880524,48442259.8018523,193823.388851919,-24582.5557144838,1323747496.91426,20504793.2366392,0,NaN,111662.331923202,-275535.864290426,NaN,166798454970.151,256935031.340878,3657968.07382358,0,0,-2500.14784419962,30959.5500408117,-383550.752100628,4894262554.0607,0,NaN,0,-9.22735404933604,479.228241487035,0,-56.7877435113944,7517654.44762634,0,3457.97228658922,-234275.287129482,594044799.636484,111624.377655109,97836617.1944629,81511010959.7509,-27709.1216835255,10141662.9901469,-1393.5503295031,9624991.70361104,-2549.30082479392,672751.399706408,33454853.1901967,-5068.79849893529,-326.494049943326,123185632.440717,28981.8675725507,102179089.963177,NaN,-822320.188453492,-1.19293958750166,NaN,0,NaN,-595669.503591491,-30782.3808374365,-1020.53476872507,0.116498734359449,-511.010346408389,2813119887.72311,1150204923.40973,NaN,36538125.4741011,61185.1449074539,-1269.29324923376,184548999498.817,-471.731984049016,-23192.0426679678,0,0,-21505.7422696267,715412.730076902,0,1032355.47754652,op_mode_48,-136687.168901886,-307832.289946565,-8917.10140465387,-47718.6713022465,-109682.22300263,36098784.824534,-146073.248417736,-2.68796167828872,0,0,986706904.945482,0,296013812.228206,NaN,-25980.8855219338,NaN,-44390.5237007069,-5986600.51861137,2924339.36707007,NaN,331.421231304013,0,28844.6377259275,0,-249827.97686179,35932829.192611,-2345605.50170617,-127.992243567076,10865136.1370213,0,0,3.38553328264744,58166658507.3074,-8768612.39199032,803170644.629786,-1249.04550305272,381319.575169421,NaN,-2.29462720427161,502940888.096058,7260068.75684059,-925145.719772211,1549984013.14831,-37.5772048895262,-2059794.05821463,-2280766.80415768,0,4044.43853650866,Off,0,6612347252.84008,NaN,0,0,NaN,Off,-378.991329931672,0,0,-719255.188028571,NaN,-914.702254639097,0,0,-6145.0689280643,-4665.17124851236,-2174.40645678336,59946.5276018316,0,572111.755810557,-22.4511608608998,10677.5822176317,0,0,-297336.315185743,failure,2087,68,1255
0,-123644.118218875,-196765.653557633,211623.217785203,Off,8789225.20699042,99400.1640739997,-1705.27116611217,0,399931268.055955,-22015.0104894185,0,0,0,0,-36128.2349081535,-1.68483485980987,9484902.4301302,-484691.185703261,18139361.3385819,fault_code_9UU40,-8392.00492490974,-42194.2282753031,60718.7030288244,-494.937185370482,-441.288656914589,-95126.5965495653,-616.432682371611,121584.346488162,0,38404.5474707591,0,0,198574.15347616,897627181.014545,-63411.3951319657,897486.033573201,0,0,-2667.65944980547,351081.081155144,-962.598386002116,104330798.795069,0,107432870.354411,0,-139306.038430778,1922919884.91592,0,7223.18570640381,0,516794.863848284,-60.7678834097951,4582631.30860556,-248930.038153446,-63.1247479059474,6571962.57263088,-43223.1576094082,60877004.1471973,544944.891470078,1042.75458433926,-13854.5361557878,-398.426878704249,-575.979856014416,-1974.10106705407,-5242.03589755096,-122.438676816913,22949.3912111856,-273.303803970121,-2266227.88232464,0,5412826938.45061,-11.9436993607593,0,0,166864.715187257,0,-20108.8245456643,250077908.90521,0,312680.275612354,202552687.969175,-1537.96509467692,0,7420.12526098406,-1109.30149048904,1352977719.9267,-1624535.87752173,0,-86492.1781399553,3124423.25010682,0,-41432.9130235503,10287505.6941811,0,0,op_mode_39,-207050.069532768,74295779.7479412,-8743.72709932568,-4218.85805023083,1341552.85572518,-68837.0855053553,-7234.57020058618,-147.841265713138,-2066.88731253712,3369833.90216822,61672901.6708678,0,20385250.780268,7504.03804128168,-4675.46683317569,0,-7820.01069113936,-26160.057713263,-246436.852318382,4258884.83257666,-0.956399107295644,-45533.5749454844,-2822.39239407579,0,2847782.01358661,-4149.20737808944,0,945811.566887172,81926859.3979047,575631834.984972,0,5.19525908081606,-32972.7407552017,-137394.057475771,364707861.547713,0,-145.132171539676,0,-1.57890335020891,-16846.6314220948,208889237.936747,15194849.5722646,5633639492.38001,1798.26479289603,-28415.3728297748,2696289953.22361,-9.22337203685478e+18,-5.41451165299248,Off,0,-49628.4723546345,0,0,32936391.4531796,0,Off,206164.013808557,0,0,6743856.92283859,8751143.84477941,11337.693335551,0,0,-15437.3438917627,0,76061.6583651873,18349.255216885,0,11952008.03126,180356.233859796,0,0,0,6956001.30194265,failure,2540,68,1807
0,50171745.8758119,5151375923.05204,-21505.6587078654,Off,-3955.037011178,-366.573739130878,-1835.51519776399,0,-4116688.06938824,40357424.6758549,0,NaN,0,0,0,-0.421554519591751,6969529345.39481,7940187.70354579,-355564.514272791,fault_code_QON2U,-329.249119248109,-137447.548478493,-54946.4981882236,202199562.115828,28727147.8195581,2978989.84036176,-395047.370724412,1054700.38667751,0,NaN,178.557767641156,0,NaN,-453874.681774842,-1894.27878573474,-4593.10956872684,0,0,-2048.34979519128,73.1226391376441,-79911.5202613892,12534872.8452505,0,NaN,0,5264359.89525233,-583.852504291301,0,0,0,0,-21681.195475904,-52982.5368156707,-45348.9191335491,24530.5669479216,16291972.1889498,-248855.25443728,-9452.38683429428,-494.252273218703,-1322.16320168524,-425261.961490197,-7050.37048379491,-61.694694777046,-3661.84818300344,61228606.6863382,-585.05961150021,-7047.31245910048,-2203.95033402116,-2622059.18277714,NaN,5228580668.10171,674388961.961958,NaN,0,NaN,0,328938427.146126,180339241.862229,20.4143045872602,-117.696181268111,1089107.41247255,-53418.7683937622,NaN,-971.592214459727,339208916.311164,756623.78113773,5017493.62794894,0,-11051800.0532569,0,-82.2934245487331,958888.408018856,8727097.18031089,0,0,op_mode_23,-33149.3684303265,-1194666.58640943,-691183.141536795,65972167.6032043,636728110.225608,-14406.9271964727,-1849391.82140014,0,507.001148264015,35642.0104569425,-44263.4986148275,0,9761310679.57371,NaN,3120694.48244442,0,-1099.79974280842,3388050120.23463,-588764.663621376,NaN,0,0,-435.949120637925,0,-3266811.42737911,58481623.5063621,3501996664.2837,57740370.3576012,140339132.802536,0,0,3.20186575846651,-114405.897070352,-2631997.35328518,6984172585.57032,0,0,NaN,-31.2572248320063,2284658.63091199,-3925.50496032934,29734001.3459615,-539133.065965732,1590.08022048413,-711243.016718425,23322136921.3609,NaN,-9.25840003673153,Off,0,8452395637.46832,NaN,3815505.81180908,0,NaN,Off,0,0,0,-7967.65036629588,NaN,0,1915430.06215003,0,30840444.7951817,9906834692.06227,-81.2009546120918,-41.3033808996672,0,-5392.19943912621,-63445.6842631277,55.1697199855084,0,0,7690195996.43254,failure,8617,68,1206
0,244290709.627001,-20295.0792653744,-1192.33615091029,Off,-30373.8823029051,NaN,NaN,0,64934603.1988518,592052.843924812,-0.0639517774523949,NaN,0,0,923789796.368392,6391.93976066542,-1931836.84952367,-851869.345694063,1697713.86067765,fault_code_IWJ3Q,113539266.118881,-215653.653458288,-56643.4509197732,726.312131037986,-34787.0059805369,-31671.7895457236,62689.5473565164,-45885.857860412,0,3305.83890580819,0,0,-100.504506658875,-2959789.4666827,1035564.91898883,-16713.0808929692,0,0,-6667.88765244912,-57954.5384491994,526057837.852445,28531778.6961239,0,295338160.078016,0,-271921.780303424,-425091.906122634,0,6108934.73109096,0,-178059.089014903,-1050.68980164262,143823721.590332,29260253.3610804,-745.3874404056,1728809.07734664,-1572194.80358969,98006705.6115992,-1256.33504111655,-982.345108834736,-1046823.86098691,358548309.102371,-72.3836017106808,71547298.475044,-18802.7109961081,394.605663117578,-753306.935149788,-2050.31725949848,1554100975.33555,0,21358747.0540612,0,0,0,4781.23642752903,0,-315473.328841853,-6147815.48607271,0,151863407.320086,3928838524.00062,10728818.8128439,0,-28443.109402858,184950.864703673,1848057758.6364,-3273859.44012754,0,-34446672.9961803,-4592.34202288407,0,283481.858683982,20611.4635720695,-166125.282449455,0,op_mode_41,12531564.6741937,10279353.668031,1165887111.01897,-159110.430515108,-5064.28835930603,278143376.438464,-617502.458888257,-518.233368902111,35214.3705162759,-48265.3299946809,-17398.2995751717,-5.66436530114998,-50180.7642627645,183971.319368164,22885221.016483,NaN,1111787.00639744,-3965652.65353921,8002171652.29372,-514892.612037115,9.62606670414433,-66297.430308652,2950172.48172672,0,-7723808.6928369,-699.186674958824,0,37468.7430585279,-6925.14689431398,-141937.219939967,0,1.72758659671788,34660212.6387765,-5191841.76513311,-661010.591518653,0,26332.4947003973,0,872.941863427739,155212776.017429,-2876.48967993642,-215991.161086998,-635301.842069793,1152.614726153,126144431.298405,1250988605.19275,2299,-1028.44503023044,Off,0,3349504163.56812,0,-19.8028980246179,-14886.0530081588,0,Off,-113.92104611876,-2558.97136304619,0,-327488.484437523,65791901356.7629,-512.998601164508,NaN,0,-2130435.99827834,0,1887050.7127099,-152126.394767124,0,-20059.2781483371,57114176.3960586,3590784.48991675,0,-1630798.90322999,4343612931.16738,failure,9184,68,1341
NaN,-373101.769560187,96066784.8737143,5358624.38768817,Off,-25891.0746257658,NaN,NaN,0,9917802908.2688,NaN,0,NaN,0,NaN,1134988.51597216,-2.91830710886709,980148.976801578,17662848909.6526,1073980398.7908,fault_code_ODNG1,1271461.74084351,731513.335539164,2396793079.51991,NaN,NaN,-75875.0971323725,NaN,51568529.8521685,0,NaN,0,0,-962.611945230715,3532294272.28975,57729.7376750592,0,NaN,NaN,-2886.10342443955,0.615170293985533,-4750.2193853895,74948.931699222,NaN,-35262.6796297863,NaN,-23101.4384600001,-22269.7005325202,NaN,NaN,NaN,-327.619126319408,NaN,4015343.1692994,3845253.74042083,NaN,1768698452.25261,-3599715.4308004,801900261.821599,6335.35104064232,244.759768700346,1561702.47093675,392065.668664893,NaN,-102882.2945111,337403149.515834,-8.44833513049279,-35332.943722963,1018813.8364468,-3998584.40347694,0,475307215.622825,0,NaN,NaN,1366.9837236503,0,-267389.30306044,208697675.42621,-3.18264338665717,2002184.09893117,-197738.862800498,-13394.6396020452,0,45868.7834937177,-1017.28714356171,-15713.9673851017,4744531.06521312,0,NaN,0,0,127599887.846372,1670818.89996749,NaN,0,op_mode_127,-24110.1607396159,-28635.5395007572,30478873.1044399,24594522.609471,-28633.4965157737,-30734.4465693065,-96417.1064836333,50543.5230518042,0,30401184.9206788,-30486.5367590761,0,NaN,-6.35415274225137,28271772.6790459,NaN,134414675.863028,1678082.0035003,-126624.320426869,-2030772.38629225,NaN,0,NaN,NaN,-61828.1506753593,5887721.26272774,-37.4002653253816,NaN,87292829.4509039,NaN,NaN,17.2374723128169,-3636.99560275799,-250499.099162932,576343569.606082,NaN,87868.6701348452,0,NaN,269575463.014907,-1293.75153819346,-67541.5029514391,-175228.742869396,NaN,-85434.861045009,24879897.3637654,0,NaN,Off,NaN,39216910.7164709,-1397.52417890606,0,-5434.69668292291,0,Off,NaN,NaN,NaN,-13308.4935405225,-367346.048589974,NaN,NaN,NaN,-36474.8040321192,58981359.4727136,-12.9815103630497,294452646.266534,NaN,30091.0788545459,4274764.44531652,0,0,0,-3343.80807979969,failure,10041,68,1648
0,-4246030.86466754,-110568.382492907,-18625.6530952926,Off,171892.16942474,-101.673167173415,1768439.52288314,551600.692370761,29779395557.5216,108274285.221058,0,NaN,0,0,-33.1415978427024,-2.48386322545178,50865759.4989608,92499968675.5049,35885040.0862133,fault_code_GGE73,338504.639825575,-2182987.70385301,4337397485.22202,-25039.1283940597,25968004.6368124,-5120.73067520426,214901735.718608,-6585.12743164449,0,NaN,112.398712584028,5590619.10361179,NaN,-1157208.9830103,396473572.512989,-9112.3012820521,0,0,174067172.89533,4808.57036827105,67034910.9208129,2705698.60007847,0,NaN,0,-119.542363690636,-2317.46918791958,0,0,0,0,-40408.7820046751,286715228.925886,2534036442.69591,0,-20290.6381634507,7715964433.54433,6960807024.88076,24445194.9929382,-1039.04116765766,488242029.182911,354809.568233365,-4.16925216163297,-474.097594487816,1254975.00103084,3933033.00289146,1829360889.22464,96596.1484164363,-3155938.14158003,NaN,-30234.4121878214,0,NaN,0,NaN,47621884.943373,-1454558.6783141,2641985531.3333,-0.169567399896161,-5152.93511784163,11146186.6998481,-266690.740540469,NaN,121873527.527648,4186769.25051971,-13719.4144143124,409159305.791389,0,193906156496.892,0,0,-7453.85286973561,-386.00974267599,0,-88.2434947152135,op_mode_130,-90991.8000281637,-2336316.29401324,-78939.2611929366,95423733.8073602,39691621.3901206,-9624.60105880139,15960368556.2824,0,-5747.88022552462,0,838087739.278704,0,-100868.119725161,NaN,1527831.01106207,0,-2129.85476537674,7218646045.97431,-63614.0028858188,NaN,0,0,-1856.8709525853,0,460199439.937536,-39100.9181619953,48626194.4167744,-323.073948587047,1166317.87201893,0,0,1.4855675030725,7873973923.40298,-578982.702631567,41680046698.8538,0,0,NaN,13809.4883460573,10864175.5103204,-721.302619718058,407209.422963726,-566318.024768435,123227.222772539,-557500.124861998,26733526155.385,NaN,-208.951896403827,Off,0,18312502044.1616,NaN,25721.0264645639,0,NaN,Off,0,0,0,-13539.6348887909,NaN,0,0,0,2247947570.71037,1323052.92770363,471881.625323343,-36.9516732488768,0,-887.879910687676,-70936.5849507414,0,0,0,-18186.4888899261,failure,10934,68,1451
NaN,298997603.946227,-3254769.37414763,-63058.8974016777,Off,389454355.673306,1753568.72204151,NaN,0,325256896612.452,NaN,597.503607246753,-9.22337203685478e+18,0,NaN,22739971083.1367,0,4118776549.02432,44566634872.025,497153112.320229,fault_code_WIHNS,-0.584701617229577,-3423919.17578234,-271386.130759212,NaN,NaN,50683444.29282,NaN,-4938.06669090674,0,358.201167773666,-0.0241035422698417,0,-58730.5966860651,934498394.308311,254189538.510514,-11529.1685013122,NaN,NaN,118511.856624061,-0.113575801320215,-104801.32711041,-100628.575913892,NaN,12985968654.8134,NaN,-1938078.23384226,594136455.720276,NaN,NaN,NaN,1740748.57406107,NaN,5165217099.25683,-814241.185859486,NaN,5663460.57062607,98548821.1054999,424011117.860277,-5809.26569044202,NaN,5306666084.30095,111506444.805717,NaN,6031206.75089813,-1647.93989470838,-1345.03577501043,889217041.120795,-3694.91011195201,8951906859.37842,NaN,-3613596.02331139,5842216.14363196,0,NaN,6352.84799452035,0,22104482207.5301,-11116991.3201717,0,316246764.03911,-1304320.87436008,-49679.8500692336,NaN,-128285.518217695,73894.7958305067,-681016.818699106,-14168872.199084,0,NaN,121842289.360481,0,-4125.83581472797,265210.459267519,NaN,0,op_mode_123,-55797.9773053612,-2713615.45437503,4693967523.78346,11346446.0128715,848195.653169469,93124.1402348154,-423104.119150629,6981.0352685023,-883.128921917902,-113970.122552391,17771149941.0575,-435.556893746195,NaN,31465.7297657483,6538132.62748577,NaN,83262884.9750487,-245995.249777989,-341689.809770168,-5752784.24700241,NaN,62534947.0399249,NaN,NaN,104519660893.101,124750304.127304,0,NaN,1457255452.21039,NaN,NaN,12.80188612457,373529.949712565,-335130.216865986,15854511306.1699,NaN,2041581.34449639,0,NaN,-390851.41448508,28405841.3774353,10287067041.0867,373876537.917865,NaN,-1610789.46759063,21825857026.3825,-9.22337203685477e+18,NaN,Off,NaN,6394970746.19451,0,-1.00807975882716,-699473.362586173,0,Off,NaN,NaN,NaN,4841195697.70552,-4361634.17845246,NaN,NaN,NaN,29651263.0690741,125990552.095435,415184.71585538,-96.3096874167115,NaN,-3546.84482487045,-9851.96754813536,0,0,0,25109232952.256,failure,11172,68,360
0,2790643.78311756,-8925.78035459427,NaN,,NaN,NaN,NaN,0,NaN,1860392302.81232,0,NaN,NaN,0,0,324.70682413936,NaN,NaN,12677695660.1649,fault_code_6M4HA,4302571.19470725,27871414.2445551,-1048.09052947931,73567757.0376819,837867.78000796,NaN,129319031.600427,NaN,NaN,NaN,0,0,NaN,NaN,NaN,-6205.66634354683,0,0,NaN,-2.35419357174105,-31321.6979080816,2921597799.24109,0,NaN,0,NaN,NaN,0,0,0,0,-77006.5497126428,-241260.698420565,-9699.39981645474,-873.603856887977,-74357.0574633997,NaN,359140210.958896,-648.808218916391,884.380875132091,-29014.7141114111,32932302.9640503,716796.749461889,-7318.57973414095,NaN,-971.803084559386,-350947.287803942,-1022.94798491565,NaN,NaN,-223001.938362432,NaN,NaN,0,NaN,0,-169564.464054466,2059519468.97307,1805.99649734496,-753.44320493014,NaN,-190207.027913244,NaN,63322826.6431346,116536.254126568,530.02735464269,NaN,0,1114485296.90821,0,NaN,NaN,NaN,0,0,op_mode_77,-130818.09559575,29696201315.6971,-225188.750111776,-257185.43761911,-13152.0297007868,-71767.0689909374,10562684.8361892,NaN,NaN,466494644.842421,-207271.481225705,0,62438195507.2656,NaN,-17060.38780438,NaN,NaN,52609235067.1555,NaN,NaN,0,0,48455.7889879492,0,37254857085.4786,NaN,1388612639.38065,14675.8094244953,NaN,0,0,12.6288569639697,-193661.741862885,-125225.150123147,32126852381.8977,0,NaN,NaN,225188.765029702,9943677282.2408,69614827.1014731,647741500.936518,NaN,7292.43595391251,298232453.460782,NaN,0,11138749.2207769,Off,0,NaN,NaN,15805.7078526498,61189.3988197626,NaN,Off,0,0,0,459104515.617536,NaN,0,NaN,0,168549697.518648,4951675922.38588,NaN,-127.248750077526,0,238130.565052411,222232.005239795,0,0,0,-182742.791651741,failure,78,74,1537
0,-7527283.96375151,-2993072.71645013,-44254.1299905512,Off,-6901.77419282757,NaN,NaN,0,-3304855.75528512,-69442.4493591754,0,NaN,0,0,-800370.659743832,0,8291482721.54524,833019126.908184,-22720.6733250724,fault_code_DHYCS,0,1618163.96476396,-330272.042261233,5108816.00630485,24497.2277620472,-26466.7008173892,-85570.8912684762,-187977.998253623,0,NaN,0,0,NaN,-5912997.93606838,5662871.75894883,-2597.09199307017,0,0,-1733.94655306595,0,-171471.539986556,-39659.7180874948,NaN,NaN,NaN,-47315.9271302912,87654234.1202217,NaN,-35.4672856756933,-243108.928931047,-315029.303270351,2496938.24394382,-337158.845378866,313733691.411565,8463.23920091051,-22915.7085754096,45598294.3038147,281150053.500733,42784384.0056428,999.342004502584,-530602.663086278,-114898.031452538,-48.0304795387051,-414.337455040618,-49726.2076483078,50886.6565509377,967085877.66554,-1194.38982487262,367120854.942374,NaN,1440292478.17546,0,NaN,0,NaN,0,-329747.566215461,-161650.711593804,0,9691767.66965272,-697358.785282985,-505.793220980771,NaN,-6926.92529318711,0,-41355.3525908552,2765355618.62139,0,NaN,11865725.2237944,0,56686997.8874115,117600.434710866,NaN,0,op_mode_38,84580271.730952,11637249.6989734,-328645.506827885,-13004.4860345878,1248514049.39034,5982894326.08754,41459762470.3346,NaN,-372.145499631108,2680307532.56971,1737323.56774994,0,-9217738.40166145,NaN,657998724.059644,5968406,646256.382861224,-1378794.78316976,6877609098.48907,NaN,0,48145787.9446961,8209369.55637552,254640215.869659,-466168.417932926,-12661.6539565463,0,11699310.9626022,-20778.6053785809,0,NaN,6.66140869360059,-212882.600862685,-402797.747840177,-290595.252493854,-13604.4892713512,NaN,NaN,-8.55375140229361,-19144.8632398279,2838130.59678515,-243865.614455357,415254.823898958,627346.833007699,45605838.3215143,25375011891.7269,0,11111605.709544,Off,NaN,-1705461.90873663,NaN,0,33972583.4977126,NaN,Off,1356477.04125028,NaN,0,-762825.932150396,NaN,6063793.7704264,NaN,0,16425310398.1187,-1.89272521950223,NaN,-0.595006102771602,NaN,-3035.11302874206,2222978.8911691,6922.86556094396,0,-480897.808491011,25272948775.3296,failure,1993,74,1451
0,-212098.07276473,44378017.3893272,361826760.844959,Off,241760018.085905,-2419.47227261959,-4499.91508077004,0,8317897675.24717,-88780.212189416,0,NaN,0,0,0,-1.02850891331033,-1925542.3703212,1182812255.07092,1685296.4549982,fault_code_ACR9Z,15081899.6880891,740248251.537722,396433920.328175,-126547.182720127,-3872.88670220899,17903922.3311401,-65984.9707504858,3827005.41378424,0,NaN,-0.197613758587787,0,NaN,1751862165.96561,-42172.7734643487,-17543.2435273835,0,0,1807244.6635069,120.157293249605,-26262.0897579351,-121620.429211423,0,NaN,0,0,0,0,0,0,0,46758.9722671507,14522397.1522469,-894222.898932262,0,86617.4002247213,-1190479.2180155,238842852.324838,-46352.9844761537,NaN,15742423.5348746,-4303.46398423885,-626.277196387232,-36910.6876757993,2264406.00503912,160222.525941346,-142032.840087003,-2059.21629497944,-1061811.20159918,NaN,-1657240.20483741,-73.8729962100734,NaN,0,NaN,0,251978156.19621,-5491814.19415297,-0.603474366818479,1059.25575478296,-3072021.73893074,14679550.365444,NaN,9381662.01291912,-11.2010228504981,1942810.67184683,-8808633.40692294,0,-17114465.3321065,0,-214.887576737748,-5465.81774222616,86407903.7846298,263.880326257963,0,op_mode_121,30110449.2062033,465253734.747849,3953494.08496879,49772443.4459189,-1504.58520046508,-405177.668213786,1628074046.31466,0,1707168346.73328,0,1506854999.87348,0,-7476450.12157476,NaN,306588897.269571,0,29267232.889506,4601969.43848225,2806687065.15054,NaN,0,0,-1714.92519353787,0,-6113076.94761323,-67677.1162334642,54696.7421177095,21007929.9794067,-10115.7999481232,0,0,18.9208276402293,18614702842.2163,16556978007.5139,116492460.279803,0,0,NaN,-2368.82123432507,-103345.517823911,131720202.341135,649795589.474214,610993.376036797,8051.78547032151,-74573.0073727591,21487275248.5232,NaN,-19.4393630954993,Off,0,9699587172.38922,NaN,659055.990466418,0,NaN,Off,0,0,0,2149596497.00389,NaN,0,-393.136901368346,0,-10082.5026790926,1978375064.39114,-2206.26817728946,10962847.3291948,0,1036296960.79255,-19294.7014748493,-40.4607172992849,0,0,6481092093.3284,failure,3163,74,1525
NaN,0,0,47002243.0247411,Off,448667.267834889,0,-270.700106394821,0,4918245429.23092,NaN,0,NaN,0,NaN,0,0,94890347949.4405,23696256578.8976,0,fault_code_WBEMC,0,0,0,NaN,NaN,129997686.409062,NaN,-80223.2306757073,0,-8.11216934210811,0,0,127906239.346209,-151770.930230115,-24725.2316293747,0,NaN,NaN,197926753.418676,0,0,0,NaN,-294054.026533014,NaN,907328313.143269,520729426.867382,NaN,0,NaN,0,NaN,0,0,NaN,-49411.1116047113,-49203.3981207384,0,0,-1171.08156962461,0,0,NaN,0,-15168.4793502083,0,0,0,50768213236.0095,0,45112536.4820607,0,0,0,1336.57903193858,0,0,0,0,0,-664969.673739572,0,0,0,0,0,148908502.973045,0,NaN,0,0,-2411.7302774596,16966563.7592664,NaN,0,op_mode_24,0,0,0,0,-64401.06698919,0,0,0,518417.417174366,0,0,0,NaN,1019348.60001978,0,0,-21844.6911263728,0,1011407019.74439,-1842483.65658082,NaN,0,0,NaN,186.427815024478,-119146.847021964,0,NaN,1444.18545878616,171.23692746613,NaN,18.2999537658131,0,0,-3254204.41160145,NaN,0,0,0,0,0,0,-2500701.95926272,NaN,0,51385622.2749772,4998,0,Off,NaN,3327642207.4913,0,0,0,0,Off,NaN,NaN,0,0,2554237891.06312,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,failure,11008,74,1770
NaN,NaN,765381.398569885,20119.2465778708,Off,-11293.6268338752,NaN,NaN,0,-3693610.50470876,NaN,0,NaN,0,NaN,-333.857649999786,9586.85588915209,-7498470.44929505,88467183674.3797,74923086.201377,fault_code_M9CEG,-1333.98720168364,-395921.303179936,37279880.103596,NaN,NaN,-70907.537993183,NaN,910011.433942559,0,NaN,-0.165719967358222,0,NaN,-135732.254046693,-37776.4426608027,-4497.63634178087,NaN,NaN,41926338.6886224,-0.506214960536461,515410998.227145,9986577991.96798,NaN,NaN,NaN,-100.528898775312,-675.654599167429,NaN,NaN,NaN,0,NaN,-53491.2604996941,2192031.66002935,NaN,-95676.3318950471,4632215458.83555,-651733.398909151,-4991.98468851657,-1009.53663903468,-24846.1027819794,-4727.71219470171,NaN,339840.225468848,105282420.427896,-1193.7908419729,5990622417.10899,-2391.90812358614,3480976570.41201,NaN,158721835.918055,0,NaN,NaN,NaN,0,28029028.4043539,6459785.86301078,308.599398332362,-3648.63479100206,95126320.346432,-135778.678078081,NaN,8680454.23503248,564051.794868596,286054.534989962,-537232.178191902,0,NaN,0,0,-52610.6125398957,-15885.8898806574,NaN,0,op_mode_17,4657285348.9529,10491280.0080249,19323011835.8938,3100651550.20231,106002444.773441,878015967.526229,-766214.936409186,NaN,-85.6374529502585,-40039.5597697192,-484715.565814029,0,NaN,NaN,13994773.8623116,0,343312.873555768,6096271.61447287,18178074824.1094,NaN,NaN,0,NaN,NaN,NaN,-2677.06756600552,207088.231157428,NaN,130536106.862131,NaN,NaN,8.8663459730939,-276331.758270576,2957899672.74428,2874747986.51892,NaN,NaN,NaN,NaN,4053314184.49935,-135.145431737423,944615004.57256,-18461.1432869397,NaN,-361223.224511619,497041203.122975,NaN,NaN,Off,NaN,4779865118.88154,NaN,-28427.5072074288,-5863.67646634033,NaN,Off,NaN,NaN,NaN,25203672257.7087,NaN,NaN,NaN,NaN,-2897.4885991964,-67093.6339504761,NaN,86003331.3281442,NaN,29180.8144635228,1378878370.00897,7692.04206903261,0,0,-879286.334089351,failure,3029,75,1562
