sensor_8,sensor_21,sensor_87,sensor_97,sensor_140,sensor_167,status
38688237.8563749,fault_code_GZBWQ,-30.9846333383363,op_mode_149,-688.548202243223,9541.57970634077,no_failure
-2896.79692934199,fault_code_R3769,-93256.1927966802,op_mode_6,-77802.6073056249,-2019.69888876415,no_failure
-766.7611913841,fault_code_SPTO1,-1502.92757706127,op_mode_129,69637854.5778786,89665.7047825671,no_failure
7900.01339457111,fault_code_K5D3E,-548.02573949296,op_mode_129,924916.119250596,-82.8659005663528,no_failure
-62.4906493982608,fault_code_OB5AD,6863.32934013625,op_mode_48,-224.347023765059,-0.0800580158298664,no_failure
-238.351721322955,fault_code_9A40P,848935992.884736,op_mode_127,66629254.8125543,43508241.0028544,no_failure
80544030.4234924,fault_code_EFBJU,7290791.78955215,op_mode_63,446239582.791969,12082412.758402,no_failure
-5768.31199870745,fault_code_EN7KO,-40649.9375762205,op_mode_131,-2854.54503733929,3316.6496693519,no_failure
10479722.367832,fault_code_SK9V8,30018.2075357535,op_mode_12,-609.989583067349,-0.319600621906009,no_failure
13094352.0809116,fault_code_GGE73,1038.31465779033,op_mode_138,-288.993097496913,-3.50303008045904,no_failure
-1355.61434165255,fault_code_NV64X,-432.044303730941,op_mode_144,-2572.83129366055,187.277087153468,no_failure
10840.9105975734,fault_code_M4LX7,121599.338726889,op_mode_82,963918.827016935,-0.0887854547702036,no_failure
-4846.37422697163,fault_code_YRPZX,1849.54505023081,op_mode_132,-4926.37928343402,-276.209604195911,no_failure
-385.052144115357,fault_code_8YCAY,1766900.29589122,op_mode_4,-37890.9563089181,-31.4897604750208,no_failure
-284.028943422969,fault_code_6AIIC,94054.8818911897,op_mode_2,-59.9944693396979,-7.68371020514098,no_failure
-8397.42515050481,fault_code_6QSG7,2115771.34297296,op_mode_142,-1599.29385148331,-84.7343410819727,no_failure
-968.857768213724,fault_code_T3W6Z,-94.3476039223562,op_mode_129,8426951.93163429,60663.8964349805,no_failure
319831.778442715,fault_code_RBJH5,21247.7051919514,op_mode_138,59334.4660152797,100362.788549702,no_failure
116598.439904853,fault_code_983JT,-74.0816266139686,op_mode_77,331732559.939024,-2760.13197972983,no_failure
4301.36777391939,fault_code_9A40P,15061.8764557366,op_mode_69,754703.177049383,1243.09160549773,no_failure
-1214.81631297789,fault_code_S2MJR,-15728.2533310279,op_mode_131,33303273.5378631,-11756.2877730696,no_failure
-3285.49094294864,fault_code_FUMXE,-10028.1043485754,op_mode_45,485347.566457798,230418851.833522,no_failure
-1077.63102825672,fault_code_IGEMC,6921650.85094893,op_mode_129,-14616.6046023168,12263713.2294289,no_failure
-7132.00278296442,fault_code_HG24J,4740.14310092467,op_mode_3,-20027.6485480325,80008.1631773049,no_failure
11339389.9917296,fault_code_WT2H5,-25.2110559536999,op_mode_87,-25614.9703020191,2195962.3090664,no_failure
-1524.40571326317,fault_code_YI656,13531.0154395389,op_mode_93,1098680208.97887,11552494.24572,no_failure
-1989.14711222568,fault_code_EMS52,-296.424933080121,op_mode_15,-39630.6127927489,191036.962069253,no_failure
-9349.1244153929,fault_code_LT1Z0,-114.843636658963,op_mode_127,-1801.53434015305,747940.623312717,no_failure
36590385.7499466,fault_code_QKYCE,468409809.696516,op_mode_131,-21756.4335824487,-340.957685305368,no_failure
-749.581322480464,fault_code_8IKRX,1500857.05266528,op_mode_59,2882269.40114674,18.6918240067237,no_failure
419343.98490871,fault_code_EMS52,900434.980748233,op_mode_133,331596.25201105,-3922.02733093584,no_failure
-232.20224509032,fault_code_K7YTW,-518.701222511591,op_mode_130,7239562.77050431,-263.261147815413,no_failure
25905262.0248702,fault_code_BHBTL,81358.693602883,op_mode_127,1453717.66094455,384249.953155995,no_failure
-152.079053052201,fault_code_QON2U,-14.4505295286047,op_mode_36,359881662.058439,-4171.28934200461,no_failure
-96.2392273958833,unknown,-10222.9501486873,op_mode_45,-14811.8210611996,1844668.14186325,no_failure
3478.16847447366,fault_code_WO2JK,24778117.530749,op_mode_60,-1271.02873290566,20.63879631247,no_failure
2865873.24653915,fault_code_6QSG7,-1119.72386780564,op_mode_126,-11339.1340248306,766243.928581139,no_failure
53368941.8654427,fault_code_YI656,-2469.71851964605,op_mode_127,1214523766.41219,-15852.298584003,no_failure
1507897.78521331,fault_code_ACR9Z,66018.8605038154,op_mode_109,-1949.56217688022,3077.37788771788,no_failure
-5865.80271957481,fault_code_L5LNU,-3370.59116316885,op_mode_138,384166666.594112,-1047.48833775135,no_failure
2334.41645807174,fault_code_9UU40,31849296.3014974,op_mode_22,717570.958375403,-6.9638160883223,no_failure
2640643.04074095,fault_code_ML7TA,-6.06061246065179,op_mode_128,-2122.64709244112,959.127086964285,no_failure
-1886.30677338034,fault_code_TYBUI,846124.606733461,op_mode_119,-347.379322553819,-0.0133736338751963,no_failure
34445378.4246989,fault_code_W7RUG,425.600435783707,op_mode_136,-41488.4879903957,530912.296437372,no_failure
-154.675043729023,fault_code_AE7GF,-4277.23242718884,op_mode_125,-435012.689171045,382517.243638531,no_failure
14561.915114189,fault_code_WW85G,-5.8321006494825,op_mode_120,-2180.59210606628,-42.2869342195089,no_failure
2985974.27031872,fault_code_9A40P,1204.71580043738,op_mode_108,-71374.6880821183,3912437.83530795,no_failure
11703189.4196131,fault_code_DHYCS,-1336.94681968699,op_mode_89,29184869.0117183,68750.5475747827,no_failure
-6150.46099552261,fault_code_60NRW,223421637.347684,op_mode_37,1002395670.16592,994950.212983465,no_failure
2226.642449018,fault_code_60NRW,-4701.26663478477,op_mode_127,-25254.3169036798,-425.425431463625,no_failure
5326072.60463055,unknown,135.527558136413,op_mode_77,-866.096897124261,-19.2495788186006,no_failure
1560015.65108855,fault_code_IGEMC,203310.696556912,op_mode_69,-243.779426938545,-16.791658562968,no_failure
55106604.4064963,fault_code_NOT2C,2016.77781748171,op_mode_115,434106.035002258,-4819.09220409365,no_failure
-739.219703733973,fault_code_GZBWQ,-53357.7340071048,op_mode_117,77353452.539872,9312441.98592944,no_failure
-734.816651646221,fault_code_AE7GF,-76.8636908486264,op_mode_143,-551.51863843023,36475.0652609807,no_failure
26312.3351985388,fault_code_WIHNS,63194721.8019816,op_mode_115,-51786.2056729561,-244.979064905334,no_failure
-309.667223409313,fault_code_ML7TA,-96.5270195146098,op_mode_69,16527945.8573876,67.1950416405808,no_failure
22737.4732429993,fault_code_TYBUI,-21.1038062560082,op_mode_127,27770211.5989479,609776.560799116,no_failure
-3432.47659437789,fault_code_0GKQM,144647.613777004,op_mode_36,56437043.5209577,-80.1032109583444,no_failure
-211.316249451881,fault_code_IGEMC,-19599.9750810503,op_mode_130,-18140.6451178834,-1831.79208781642,no_failure
15003030.556821,unknown,80806.2666961901,op_mode_92,643925776.536362,365122.185245763,no_failure
39393.3203470235,fault_code_FXLZN,11822.7356590186,op_mode_80,2132378.49784344,-998.432392441466,no_failure
-10747.1273513403,fault_code_IMR52,123594.237904553,op_mode_140,-38025.9481089286,-4067.7047279941,no_failure
22885680.5149711,fault_code_QCZSY,-315.013809183832,op_mode_130,-21430.8962304002,6406284.46158861,no_failure
-575.01798980999,fault_code_EYZGX,2153904.1774457,op_mode_150,2614134403.52094,153364.294553228,no_failure
151116947.313874,fault_code_SKWTZ,-10326.5748583564,op_mode_48,736031076.18035,11986.0603221505,no_failure
2419725.06268047,fault_code_0P7B8,-422.936671895109,op_mode_109,71761568.3583153,6894959.84869234,no_failure
-16.4246771447182,fault_code_ML7TA,-0.590583437645179,op_mode_150,-11722.0883897479,-1921.63356016991,no_failure
-8890.86602035442,fault_code_ZYYVW,-290.176596141688,op_mode_142,-1047.65776827116,-1064.00326166659,no_failure
9623882.76995026,fault_code_B5ILY,-110.457813268538,op_mode_37,-11672.2767653066,170644805.091718,no_failure
34932067.2008711,fault_code_DH0A2,27293584.9746991,op_mode_129,528274.120548116,18886.5673020886,no_failure
919565.715760706,fault_code_R3769,-7.54834482075869,op_mode_6,-35370.4359090612,72603180.9079758,no_failure
2015159.45270821,fault_code_8IKRX,2448.59989697155,op_mode_130,-4418.91976649851,2779762.76678864,no_failure
-2273.48403380696,fault_code_JK555,142216.713452647,op_mode_65,214597.200910458,1582.50161655414,no_failure
-47.2821455764567,fault_code_PS9QQ,-38.8477328461108,op_mode_133,-15811.3466992715,-1825.8469972884,no_failure
-5086.83763857427,fault_code_ZYYVW,-62.1101842853622,op_mode_122,-1903.69604886572,-856.249885704554,no_failure
2941260.75058439,fault_code_DGPS5,-57228.500006109,op_mode_136,491257.746753847,15655747.4800393,no_failure
2981525.4856181,fault_code_8IKRX,31659794.6127067,op_mode_141,22071659.1291101,-895.699672520884,no_failure
724.348479053686,fault_code_SKWTZ,-2022.98434414351,op_mode_142,25309585.2856871,-0.210545077453993,no_failure
-189.966720653874,fault_code_983JT,-19.1217940724199,op_mode_45,1690553.7458678,98720.9933242394,no_failure
-4418.92688789844,fault_code_RBJH5,361339.727207606,op_mode_45,-166820.789319297,15099358.95072,no_failure
121450075.900784,fault_code_DH0A2,95979.5552207727,op_mode_127,22344595.7331213,-49.9979365767058,no_failure
-143.762141168932,fault_code_83BTP,156032.933310561,op_mode_144,6448842.90369694,-108.785056171268,no_failure
-10165.9943912739,fault_code_HATB8,-90.1256320979542,op_mode_24,477080101.635595,98257.8854392463,no_failure
95738.9362356208,fault_code_IC14Z,23742.5332104707,op_mode_126,1384190468.903,351113.961075865,no_failure
216417.257144957,fault_code_QCZSY,-929.133486909135,op_mode_2,-83526.785455834,-4307.13250784051,no_failure
-730.679333898018,fault_code_LT1Z0,180262.262649475,op_mode_23,-19459.3199030373,-6354.59600921259,no_failure
-203.624114885886,fault_code_YS4R4,78893.868290336,op_mode_117,-6906.12820409613,-260.885953393967,no_failure
-13791.1412682353,fault_code_HLPOY,-36691.7059642271,op_mode_142,-2419.59538765465,66985832.1713505,no_failure
-8272.43837013466,fault_code_B1YJM,-623.151182780093,op_mode_80,-818.294997959164,-592.310830019802,no_failure
-9289.2585699896,fault_code_AE7GF,-89.8084797500045,op_mode_141,62488410.4682897,46261223.6939479,no_failure
-1350.70193731613,fault_code_HLPOY,312914.641356852,op_mode_120,1234611.29732368,264865.905099725,no_failure
-10882.0453397232,fault_code_0P7B8,-82.3074401726048,op_mode_109,2134078.15894561,-695.617769403422,no_failure
-50.1664462774726,fault_code_MS3BF,1444.85862030129,op_mode_71,-4831.13381481859,-0.752988176506277,no_failure
2273384.04102286,fault_code_WW85G,17610067.2847855,op_mode_41,94488291.007543,282.022346421046,no_failure
232847.421114274,fault_code_WIHNS,13945753.0589431,op_mode_143,16036865.5325,46124.8169898114,no_failure
-840.925274416326,fault_code_WQHCB,-237.643996456219,op_mode_134,38731820.0536732,227192.064743271,no_failure
-6293.71879623435,fault_code_WW85G,-534.380538337833,op_mode_17,30490500.7700305,411619.129801985,no_failure
-2652.22821080525,fault_code_BHBTL,10883386.8984522,op_mode_136,-179.396475431911,324308.47131456,no_failure
17888209.0052586,fault_code_9A40P,-3301.46754036336,op_mode_129,993445.753925464,4156.17090777507,no_failure
1584365.10963559,fault_code_0GZ00,-22.7525394756243,op_mode_108,23008537.9314479,-3115.47713128611,no_failure
-502.797618092937,fault_code_PDFFA,53647.115093138,op_mode_71,4353829.15182711,136356.367792747,no_failure
-11540.0991097677,fault_code_SK9V8,194253.999595571,op_mode_130,10773183.8377524,239136.317390206,no_failure
194539849.089576,fault_code_GLFO9,2267389.57198378,op_mode_36,14376.0346986111,18381.0047352377,no_failure
42227148.9409479,fault_code_WO2JK,27066875.0658843,op_mode_108,-47569.3244571705,6004.05624672436,no_failure
-989.081464227334,fault_code_PNQBF,1198257444.68135,op_mode_17,987882716.031705,-19240.6283617173,no_failure
-2010.45591296946,fault_code_EFBJU,-18.6880315419608,op_mode_150,137217.496507906,2091926.74593274,no_failure
-30.556880946737,fault_code_3CEGM,18849.8056140334,op_mode_136,-31966.752552748,-34147.1719687203,no_failure
-81.9747763885441,fault_code_IC14Z,-60.887337532921,op_mode_77,11167.9001132142,98.8307184056523,no_failure
3875.26777371449,fault_code_FXLZN,-270.746520061404,op_mode_110,3352628.63126215,138973.74365551,no_failure
502896.279825705,fault_code_3CEGM,20343.6655213817,op_mode_80,-12367.1454412324,33744.0807274254,no_failure
-1094.03941408811,fault_code_RBJH5,41366.9714373728,op_mode_77,2831927.46357211,-104.164974712016,no_failure
-2142.09172786491,unknown,14608467.4428033,op_mode_134,270495.356690104,575380.533658177,no_failure
2687238.36938453,fault_code_AE7GF,2749.07268648448,op_mode_120,174582513.929034,-374.835378839703,no_failure
-491.164474777012,fault_code_IC14Z,-22150.0715673775,op_mode_139,-3320.01062315964,220955.306048306,no_failure
7897.97078571069,fault_code_ML7TA,-41.1947528687058,op_mode_117,97.6941700058897,-3.43284997252447,no_failure
8297.54236835171,fault_code_HG24J,11309061.0453671,op_mode_41,365664425.716555,-58.8872031356163,no_failure
-921.68498065011,fault_code_WLYMI,219497.777836286,op_mode_130,1362325.68827967,-1013.88525626817,no_failure
892006.205738299,fault_code_NTWNT,22980076.9983339,op_mode_9,1511.4012948871,-3.84319390535985,no_failure
-5564.02875016904,fault_code_83BTP,-928.297890230802,op_mode_55,-12893.7327931089,637675.961119559,no_failure
-73.9281122714629,fault_code_WT2H5,27077723.9526229,op_mode_45,1866043.0505212,-1.82911601758066,no_failure
-669.874561592157,fault_code_YI656,-337.283282883546,op_mode_5,14710760.2996001,6892650.2317863,no_failure
8623688.98949154,fault_code_SK9V8,1064194.21133428,op_mode_134,170072.701185555,990.872927731012,no_failure
-5730.84261292614,fault_code_NOT2C,595732.538496181,op_mode_100,14250593.2998677,12829024.4331134,no_failure
973527.095750629,fault_code_IGEMC,-0.111064883970884,op_mode_134,-8900.02598798333,-738.758098061692,no_failure
5564501.25255784,fault_code_F8VAB,-600931.10025673,op_mode_5,2001869.60763542,814084.418414161,no_failure
-10976.0652857916,fault_code_IGEMC,-1387.5751850713,op_mode_38,136103.044701863,1767.85437482435,no_failure
-13.2181924765713,fault_code_9A40P,-43.8490716429068,op_mode_63,-115.160948131472,1449.59280575033,no_failure
-279.473686454357,fault_code_FUMXE,35863324.648504,op_mode_22,21178175.3567533,1143.04949244739,no_failure
36962.4614062798,fault_code_AE7GF,44592.9480171473,op_mode_144,6214316.75924984,-36498.5998509401,no_failure
78999768.7866128,fault_code_95LOD,8949235.27771613,op_mode_137,-4979.02197351028,648057.321199895,no_failure
44053904.7465344,fault_code_TQKVB,-25.8976769856931,op_mode_41,-5812.50771943324,-37.1363389736489,no_failure
-334.166343187281,fault_code_PS9QQ,-323.158361575546,op_mode_71,28656515.619157,-567.940934175113,no_failure
7163101.51194094,fault_code_WZA1C,1004363.62483732,op_mode_112,372533.20259444,513.007611598943,no_failure
-11201.8526428388,fault_code_MS3BF,672474.00792928,op_mode_14,-86237.7246826116,1582987.70534615,no_failure
5330426.24715279,fault_code_YS4R4,325845.128826774,op_mode_97,-36109.3359898837,-8668.12994041502,no_failure
81146.2267821291,fault_code_3CEGM,38.1275583717642,op_mode_109,3790937.29072132,4827772.12312602,no_failure
1507862.90112476,fault_code_MA6FS,49428.4522403262,op_mode_15,3679968.46326637,-205.151436405327,no_failure
17551206.0602771,fault_code_ICSYY,-73.4814325646218,op_mode_66,390902846.687146,86184.0106192146,no_failure
-16985.7231267362,fault_code_ICSYY,-385.096382890406,op_mode_136,122558.064914592,150580.404077754,no_failure
3193939.78046742,fault_code_TYBUI,-77.1381880339818,op_mode_137,21389.6416211165,-0.253494858012862,no_failure
29989767.6177359,fault_code_ML7TA,68.6985701655416,op_mode_69,203547626.637065,186109.478441703,no_failure
-13297.2291042153,fault_code_T46OI,446154177.084541,op_mode_66,72477546.7028332,-428.498257566457,no_failure
157351.162177609,fault_code_GGE73,-2342.84335607472,op_mode_126,24368225.9033306,8682225.3931345,no_failure
129956064.08154,fault_code_8343F,-3.07090613246245,op_mode_136,612076747.186007,3787732.04182008,no_failure
-539.246169360313,fault_code_0PHGS,125775.356061957,op_mode_129,-841.706218267893,224120.095775484,no_failure
-588.568034550622,fault_code_IM9EB,-60578.3866343182,op_mode_44,411206.459001425,35003.6416528728,no_failure
-1217.3255567268,fault_code_QKYCE,380262.935393717,op_mode_128,-5223.15120142268,213754.456961784,no_failure
-4786.56545375214,fault_code_WIHNS,32977.1675549945,op_mode_115,310079402.998313,-116.62625047572,no_failure
-1481.4490464487,fault_code_C2IN2,-3.76355164932569,op_mode_128,-822.913430909463,69536.2691910775,no_failure
921.575604748685,fault_code_JK555,8985819.3046943,op_mode_130,-8.4378085320617,-742.261245371038,no_failure
260154.017825897,fault_code_GGE73,398.061926577316,op_mode_127,97607.2401205941,1181.99606197433,no_failure
-10976.936401122,fault_code_SKWTZ,-680.534961209414,op_mode_10,12637446.4980152,165.407243762777,no_failure
-97.5893309289348,fault_code_DGPS5,3309190.44653496,op_mode_127,3498038.85626997,18624007.4459405,no_failure
